security_key,latest_project_ticker,canonical_company_name,exact_legal_name_alias,structural_ambiguity_tier,historical_name_review_flag,ticker_like_exact_name_flag,ticker_candidate_ciks_pipe,current_exact_name_ciks_pipe,historical_exact_name_ciks_pipe,candidate_sec_cik,mapping_status,mapping_rationale,sec_current_name,sec_current_name_normalized,sec_tickers_pipe,former_name_count,sec_current_name_exact_match_flag,former_name_evidence_flag,sec_resolution_review_flag,review_priority,review_reason
MRK,MRK,MERCK + CO. INC.,merck co inc,HIGH,1,0,0000310158,,,0000310158,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Merck & Co., Inc.",merck and co inc,MRK,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
MRNA,MRNA,Moderna,moderna,HIGH,1,0,0001682852,,,0001682852,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Moderna, Inc.",moderna inc,MRNA,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
MTB,MTB,M + T BANK CORP,m t bank corp,HIGH,1,0,0000036270,,,0000036270,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",M&T BANK CORP,m and t bank corp,MTB|MTB-PH|MTB-PJ|MTB-PK|MTB-PL,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
NDSN,NDSN,Nordson,nordson,HIGH,1,0,0000072331,,,0000072331,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NORDSON CORP,nordson corp,NDSN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
NEM,NEM,NEWMONT CORP,newmont corp,HIGH,1,0,0001164727,,,0001164727,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NEWMONT Corp /DE/,newmont corp de,NEM|NEMCL,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
NOV,NOV,NOV,nov,HIGH,1,1,0001021860,,,0001021860,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",NOV Inc.,nov inc,NOV,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; ticker-like exact company name; SEC current name differs from project exact name
OGN,OGN,Organon,organon,HIGH,1,0,0001821825,,,0001821825,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Organon & Co.,organon and co,OGN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PCG,PCG,PG&E,pg and e,HIGH,1,0,0001004980,,,0001004980,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PG&E Corp,pg and e corp,PCG|PCG-PE|PCG-PD|PCG-PC|PCG-PH|PCG-PG|PCG-PI|PCG-PA|PCG-PB|PCG-PX,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PGR,PGR,PROGRESSIVE CORP,progressive corp,HIGH,1,0,0000080661,,,0000080661,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PROGRESSIVE CORP/OH/,progressive corp oh,PGR,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PHIN,PHIN,PHINIA,phinia,HIGH,1,0,0001968915,,,0001968915,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PHINIA INC.,phinia inc,PHIN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PHM,PHM,PULTEGROUP INC,pultegroup inc,HIGH,1,0,0000822416,,,0000822416,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PULTEGROUP INC/MI/,pultegroup inc mi,PHM,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PODD,PODD,Insulet,insulet,HIGH,1,0,0001145197,,,0001145197,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",INSULET CORP,insulet corp,PODD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PRGO,PRGO,Perrigo Company,perrigo company,HIGH,1,0,0001585364,,,0001585364,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PERRIGO Co plc,perrigo co plc,PRGO,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
PTC,PTC,PTC,ptc,HIGH,1,1,0000857005,,,0000857005,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PTC INC.,ptc inc,PTC,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; ticker-like exact company name; SEC current name differs from project exact name
PVH,PVH,PVH,pvh,HIGH,1,1,0000078239,,,0000078239,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",PVH CORP. /DE/,pvh corp de,PVH,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; ticker-like exact company name; SEC current name differs from project exact name
QCOM,QCOM,QUALCOMM INC,qualcomm inc,HIGH,1,0,0000804328,,,0000804328,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",QUALCOMM INC/DE,qualcomm inc de,QCOM,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
QRVO,QRVO,Qorvo,qorvo,HIGH,1,0,0001604778,,,0001604778,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Qorvo, Inc.",qorvo inc,QRVO,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
SLB,SLB,SLB LTD,slb ltd,HIGH,1,0,0000087347,,,0000087347,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",SLB LIMITED/NV,slb limited nv,SLB,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
SNDK,SNDK,Sandisk,sandisk,HIGH,1,0,0002023554,,,0002023554,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Sandisk Corp,sandisk corp,SNDK,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
SOLV,SOLV,Solventum,solventum,HIGH,1,0,0001964738,,,0001964738,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Solventum Corp,solventum corp,SOLV,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
T,T,AT+T INC,at t inc,HIGH,1,0,0000732717,,,0000732717,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",AT&T INC.,at and t inc,T|TBB|T-PA|T-PC,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
TFX,TFX,Teleflex,teleflex,HIGH,1,0,0000096943,,,0000096943,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",TELEFLEX INC,teleflex inc,TFX,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
TRMB,TRMB,Trimble,trimble,HIGH,1,0,0000864749,,,0000864749,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",TRIMBLE INC.,trimble inc,TRMB,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
VFC,VFC,V.F.,v f,HIGH,1,0,0000103379,,,0000103379,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",V F CORP,v f corp,VFC,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
VLTO,VLTO,Veralto,veralto,HIGH,1,0,0001967680,,,0001967680,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Veralto Corp,veralto corp,VLTO,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
VNT,VNT,Vontier,vontier,HIGH,1,0,0001786842,,,0001786842,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Vontier Corp,vontier corp,VNT,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
VRSN,VRSN,VERISIGN INC,verisign inc,HIGH,1,0,0001014473,,,0001014473,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",VERISIGN INC/CA,verisign inc ca,VRSN,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
VST,VST,Vistra,vistra,HIGH,1,0,0001692819,,,0001692819,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Vistra Corp.,vistra corp,VST,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
WDAY,WDAY,Workday,workday,HIGH,1,0,0001327811,,,0001327811,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Workday, Inc.",workday inc,WDAY,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
WHR,WHR,Whirlpool,whirlpool,HIGH,1,0,0000106640,,,0000106640,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",WHIRLPOOL CORP /DE/,whirlpool corp de,WHR|WHR-PA,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
XRX,XRX,Xerox Holdings,xerox holdings,HIGH,1,0,0001770450,,,0001770450,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Xerox Holdings Corp,xerox holdings corp,XRX|XRXDW,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
XYZ,XYZ,Block,block,HIGH,1,0,0001512673,,,0001512673,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Block, Inc.",block inc,XYZ|BSQKZ,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; Stage 3A PIT/name-history review flag; SEC current name differs from project exact name
AAL,AAL,American Airlines Group,american airlines group,LOW,0,0,0000006201,,,0000006201,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",American Airlines Group Inc.,american airlines group inc,AAL,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
AAP,AAP,Advance Auto Parts,advance auto parts,LOW,0,0,0001158449,,,0001158449,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ADVANCE AUTO PARTS INC,advance auto parts inc,AAP,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
ACGL,ACGL,Arch Capital Group,arch capital group,LOW,0,0,0000947484,,,0000947484,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ARCH CAPITAL GROUP LTD.,arch capital group ltd,ACGL|ACGLN|ACGLO,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ACN,ACN,ACCENTURE PLC CL A,accenture plc cl a,LOW,0,0,0001467373,,,0001467373,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Accenture plc,accenture plc,ACN,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ADP,ADP,AUTOMATIC DATA PROCESSING,automatic data processing,LOW,0,0,0000008670,,,0000008670,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",AUTOMATIC DATA PROCESSING INC,automatic data processing inc,ADP,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
AEP,AEP,AMERICAN ELECTRIC POWER,american electric power,LOW,0,0,0000004904,,,0000004904,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",AMERICAN ELECTRIC POWER CO INC,american electric power co inc,,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
AIG,AIG,AMERICAN INTERNATIONAL GROUP,american international group,LOW,0,0,0000005272,,,0000005272,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","AMERICAN INTERNATIONAL GROUP, INC.",american international group inc,AIG,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
AJG,AJG,ARTHUR J GALLAGHER + CO,arthur j gallagher co,LOW,0,0,0000354190,,,0000354190,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Arthur J. Gallagher & Co.,arthur j gallagher and co,AJG,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ALK,ALK,Alaska Air Group,alaska air group,LOW,0,0,0000766421,,,0000766421,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","ALASKA AIR GROUP, INC.",alaska air group inc,ALK,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
AMD,AMD,ADVANCED MICRO DEVICES,advanced micro devices,LOW,0,0,0000002488,,,0000002488,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ADVANCED MICRO DEVICES INC,advanced micro devices inc,AMD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
AON,AON,AON PLC CLASS A,aon plc class a,LOW,0,0,0000315293,,,0000315293,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Aon plc,aon plc,AON,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
APD,APD,AIR PRODUCTS + CHEMICALS INC,air products chemicals inc,LOW,0,0,0000002969,,,0000002969,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Air Products & Chemicals, Inc.",air products and chemicals inc,APD,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
APH,APH,AMPHENOL CORP CL A,amphenol corp cl a,LOW,0,0,0000820313,,,0000820313,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",AMPHENOL CORP /DE/,amphenol corp de,APH,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
APO,APO,Apollo Global Mgt,apollo global mgt,LOW,0,0,0001858681,,,0001858681,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Apollo Global Management, Inc.",apollo global management inc,APO|APOS,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
ARE,ARE,ALEXANDRIA REAL ESTATE EQUIT,alexandria real estate equit,LOW,0,0,0001035443,,,0001035443,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","ALEXANDRIA REAL ESTATE EQUITIES, INC.",alexandria real estate equities inc,ARE,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BA,BA,BOEING CO/THE,boeing co the,LOW,0,0,0000012927,,,0000012927,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",BOEING CO,boeing co,BA|BA-PA,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
BBWI,BBWI,Bath & Body Works,bath and body works,LOW,0,0,0000701985,,,0000701985,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Bath & Body Works, Inc.",bath and body works inc,BBWI,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BF.B,BF.B,BROWN FORMAN CORP CLASS B,brown forman corp class b,LOW,0,0,0000014693,,,0000014693,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",BROWN FORMAN CORP,brown forman corp,BF-A|BF-B,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
BIO,BIO,Bio-Rad Laboratories,bio rad laboratories,LOW,0,0,0000012208,,,0000012208,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","BIO-RAD LABORATORIES, INC.",bio rad laboratories inc,BIO|BIO-B,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BR,BR,BROADRIDGE FINANCIAL SOLUTIO,broadridge financial solutio,LOW,0,0,0001383312,,,0001383312,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","BROADRIDGE FINANCIAL SOLUTIONS, INC.",broadridge financial solutions inc,BR,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BRK.B,BRK.B,BERKSHIRE HATHAWAY INC CL B,berkshire hathaway inc cl b,LOW,0,0,0001067983,,,0001067983,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",BERKSHIRE HATHAWAY INC,berkshire hathaway inc,BRK-B|BRK-A,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
BRO,BRO,Brown & Brown,brown and brown,LOW,0,0,0000079282,,,0000079282,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","BROWN & BROWN, INC.",brown and brown inc,BRO,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CBRE,CBRE,CBRE GROUP INC   A,cbre group inc a,LOW,0,0,0001138118,,,0001138118,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","CBRE GROUP, INC.",cbre group inc,CBRE,3.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CDNS,CDNS,CADENCE DESIGN SYS INC,cadence design sys inc,LOW,0,0,0000813672,,,0000813672,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CADENCE DESIGN SYSTEMS INC,cadence design systems inc,CDNS,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
CDW,CDW,CDW CORP/DE,cdw corp de,LOW,0,0,0001402057,,,0001402057,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CDW Corp,cdw corp,CDW,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CFG,CFG,CITIZENS FINANCIAL GROUP,citizens financial group,LOW,0,0,0000759944,,,0000759944,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CITIZENS FINANCIAL GROUP INC/RI,citizens financial group inc ri,CFG|CFG-PE|CFG-PH|CFG-PI,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CHTR,CHTR,CHARTER COMMUNICATIONS INC A,charter communications inc a,LOW,0,0,0001091667,,,0001091667,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","CHARTER COMMUNICATIONS, INC. /MO/",charter communications inc mo,CHTR|CHTRP,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CI,CI,THE CIGNA GROUP,the cigna group,LOW,0,0,0001739940,,,0001739940,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Cigna Group,cigna group,CI,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CMCSA,CMCSA,COMCAST CORP CLASS A,comcast corp class a,LOW,0,0,0001166691,,,0001166691,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",COMCAST CORP,comcast corp,CMCSA|CCZ,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
COO,COO,COOPER COS INC/THE,cooper cos inc the,LOW,0,0,0000711404,,,0000711404,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","COOPER COMPANIES, INC.",cooper companies inc,COO,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CPB,CPB,The Campbell's Company,the campbell s company,LOW,0,0,0000016732,,,0000016732,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",CAMPBELL'S Co,campbell s co,CPB,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CRL,CRL,Charles River Laboratories Intl,charles river laboratories intl,LOW,0,0,0001100682,,,0001100682,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",charles river laboratories international inc,CRL,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
CTSH,CTSH,COGNIZANT TECH SOLUTIONS A,cognizant tech solutions a,LOW,0,0,0001058290,,,0001058290,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",COGNIZANT TECHNOLOGY SOLUTIONS CORP,cognizant technology solutions corp,CTSH,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
DIS,DIS,WALT DISNEY CO/THE,walt disney co the,LOW,0,0,0001744489,,,0001744489,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Walt Disney Co,walt disney co,DIS,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
DPZ,DPZ,DOMINO S PIZZA INC,domino s pizza inc,LOW,0,0,0001286681,,,0001286681,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",DOMINOS PIZZA INC,dominos pizza inc,DPZ,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
EL,EL,ESTEE LAUDER COMPANIES CL A,estee lauder companies cl a,LOW,0,0,0001001250,,,0001001250,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",ESTEE LAUDER COMPANIES INC,estee lauder companies inc,EL,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
EXPD,EXPD,EXPEDITORS INTL WASH INC,expeditors intl wash inc,LOW,0,0,0000746515,,,0000746515,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",EXPEDITORS INTERNATIONAL OF WASHINGTON INC,expeditors international of washington inc,EXPD,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
FDS,FDS,FactSet Research Systems,factset research systems,LOW,0,0,0001013237,,,0001013237,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",FACTSET RESEARCH SYSTEMS INC,factset research systems inc,FDS,0.0,0,0,1,2,SEC CIK mapping not auto-resolved; SEC current name differs from project exact name
FICO,FICO,Fair Isaac & Co,fair isaac and co,LOW,0,0,0000814547,,,0000814547,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",FAIR ISAAC CORP,fair isaac corp,FICO,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
FIS,FIS,FIDELITY NATIONAL INFO SERV,fidelity national info serv,LOW,0,0,0001136893,,,0001136893,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.","Fidelity National Information Services, Inc.",fidelity national information services inc,FIS,2.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
FIX,FIX,Comfort Systems USA,comfort systems usa,LOW,0,0,0001035983,,,0001035983,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",COMFORT SYSTEMS USA INC,comfort systems usa inc,FIX,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
FOX,FOX,FOX CORP   CLASS B,fox corp class b,LOW,0,0,0001754301,,,0001754301,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Fox Corp,fox corp,FOXA|FOX,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
FOXA,FOXA,FOX CORP   CLASS A,fox corp class a,LOW,0,0,0001754301,,,0001754301,REVIEW_TICKER_ONLY,"Ticker maps uniquely, but exact normalized company name did not independently confirm the same CIK.",Fox Corp,fox corp,FOXA|FOX,1.0,0,1,1,2,SEC CIK mapping not auto-resolved; SEC former-name evidence present; SEC current name differs from project exact name
