ticker,canonical_company_name,ambiguity_tier,variant_rank,normalized_organization_variant,weighted_source_documents,nameset_rows,is_strict_alias,strict_aliases_pipe,historical_alias_note,review_note,suggested_review_status,manual_review_decision,manual_review_rationale,manual_review_priority
WMB,"The Williams Companies, Inc.",MEDIUM,8,williams companies stock performance,6,6,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,9,williams companies price performance,6,6,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,10,williams companies trading down,5,5,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,11,williams companies profile,3,3,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,12,insider transactions at williams companies,3,3,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,13,hedge funds weigh in on williams companies,2,2,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,14,analyst recommendations for williams companies,2,2,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
WMB,"The Williams Companies, Inc.",MEDIUM,15,institutional investors weigh in on williams companies,2,2,0,williams companies|the williams companies|the williams companies inc,,Bare Williams excluded because of severe ambiguity.,MANUAL_REVIEW_REQUIRED,,,2
ALB,Albemarle Corporation,LOW,1,albemarle corporation,89,80,1,albemarle|albemarle corporation,,Distinctive issuer name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
ALB,Albemarle Corporation,LOW,2,albemarle corp,54,35,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,3,albemarle regional health services,10,9,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,4,albemarle county circuit court,8,8,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,5,albemarle co,6,6,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,6,albemarle high school,5,5,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,7,albemarle high school in crozet,5,5,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,8,albemarle high school in albemarle,5,4,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,9,albemarle county school board,5,5,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,10,college of the albemarle,4,4,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,11,albemarle county circuit court on,4,4,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,12,charlottesville albemarle airport authority,4,4,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,13,museum of the albemarle,3,3,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,14,albemarle corporation recent development,3,1,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
ALB,Albemarle Corporation,LOW,15,albemarle corporation description,3,1,0,albemarle|albemarle corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,1,netflix,36889,31202,1,netflix|netflix inc,,Distinctive brand/company name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
NFLX,"Netflix, Inc.",LOW,2,netflix inc,478,437,1,netflix|netflix inc,,Distinctive brand/company name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
NFLX,"Netflix, Inc.",LOW,3,netflix company profile,12,12,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,4,netflix party,8,7,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,5,netflix services united kingdom,7,6,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,6,netflix co,6,6,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,7,umbrella academy netflix,5,5,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,8,netflix indigenous scholarship fund,5,5,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,9,netflix outer bank,5,5,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,10,netflix umbrella academy,4,4,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,11,office netflix,4,4,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,12,artemis rising foundation netflix,4,4,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,13,netflix help center,4,4,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,14,our great national parks netflix,3,3,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NFLX,"Netflix, Inc.",LOW,15,our great national parks on netflix,3,3,0,netflix|netflix inc,,Distinctive brand/company name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,1,nucor corporation,42,42,1,nucor|nucor corporation,,Distinctive issuer name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
NUE,Nucor Corporation,LOW,2,nucor steel florida inc,9,7,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,3,nucor corp,7,7,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,4,nucor co,7,7,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,5,nucor company profile,4,4,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,6,nucor steel decatur,3,3,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,7,nucor steel connecticut inc,2,2,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,8,nucor group,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,9,nucor community room,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,10,nucor steel west virginia,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,11,nucor steel louisiana,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,12,nucor franklin industries u channel,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NUE,Nucor Corporation,LOW,13,nucor steel corp,1,1,0,nucor|nucor corporation,,Distinctive issuer name.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,1,nvidia,7251,7087,1,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
NVDA,NVIDIA Corporation,LOW,2,nvidia corp,454,439,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,3,nvidia corporation,78,72,1,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
NVDA,NVIDIA Corporation,LOW,4,nvidia inc,8,8,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,5,nvidia inception program,5,4,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,6,nvidia co,5,5,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,7,club name nvidia,4,4,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,8,nvidia ai tech center,4,4,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,9,chipmaker nvidia corp,3,3,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,10,accenture nvidia business group,3,3,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,11,bloomberg as nvidia corp,3,3,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,12,nvidia joint center,2,2,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,13,a nvidia corp,2,2,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,14,bloomberg nvidia corp,2,2,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
NVDA,NVIDIA Corporation,LOW,15,nvidia ai tech community,2,2,0,nvidia|nvidia corporation,,Distinctive company name; bare ticker excluded.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,1,walmart,10827,9006,1,walmart|walmart inc,,Distinctive company/brand name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
WMT,Walmart Inc.,LOW,2,walmart inc,352,321,1,walmart|walmart inc,,Distinctive company/brand name.,ACCEPT_ALREADY_FROZEN_STRICT_ALIAS,,,3
WMT,Walmart Inc.,LOW,3,walmart neighborhood market,100,99,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,4,walmart international,78,78,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,5,walmart foundation,42,41,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,6,walmart sam club,31,30,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,7,walmart company profile,28,28,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,8,top reasons why people hate walmart stores,16,16,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,9,a walmart inc,13,8,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,10,walmart distribution center,12,11,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,11,walmart sams club,12,11,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,12,walmart health,11,11,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,13,walmart stores,9,8,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,14,walmart pet services,8,8,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
WMT,Walmart Inc.,LOW,15,walmart customer care team,6,6,0,walmart|walmart inc,,Distinctive company/brand name.,MANUAL_REVIEW_REQUIRED,,,3
