target_type,priority_rank,security_key,project_ticker,analysis_month_number,ranking_month_end_date,theme_code,theme_name,taxonomy_domain,supporting_evidence_id,supporting_event_category,supporting_source_organization,supporting_source_url,taxonomy_sha256
SECURITY,19,TPL,TPL,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-TPL-002,Water infrastructure tied to Permian energy activity,Texas Pacific Land Corporation / U.S. Securities and Exchange Commission,https://www.texaspacific.com/investors/sec-filings/all-sec-filings/content/0001811074-25-000044/0001811074-25-000044.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,20,NVDA,NVDA,,,S01,AI / Compute / Digital Infrastructure,SECURITY_STRUCTURAL,SEC-NVDA-001,Generative-AI accelerated-computing demand,NVIDIA Corporation,https://nvidianews.nvidia.com/_gallery/download_pdf/65d669a33d63329bbf62672a/,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,20,NVDA,NVDA,,,S01,AI / Compute / Digital Infrastructure,SECURITY_STRUCTURAL,SEC-NVDA-002,Blackwell and AI data-center scaling,NVIDIA Corporation,https://nvidianews.nvidia.com/_gallery/download_pdf/67bf85d73d633281c6875f57/,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,21,WMB,WMB,,,S01,AI / Compute / Digital Infrastructure,SECURITY_STRUCTURAL,SEC-WMB-002,Natural-gas infrastructure for data-center and industrial load,"The Williams Companies, Inc.",https://investor.williams.com/news-releases/news-release-details/williams-announces-transcos-southside-reliability-enhancement,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,21,WMB,WMB,,,S02,Power / Energy Infrastructure,SECURITY_STRUCTURAL,SEC-WMB-001,Natural-gas transmission and storage scale,"The Williams Companies, Inc.",https://investor.williams.com/news-releases/news-release-details/williams-delivers-another-year-record-results-company-host,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,21,WMB,WMB,,,S02,Power / Energy Infrastructure,SECURITY_STRUCTURAL,SEC-WMB-002,Natural-gas infrastructure for data-center and industrial load,"The Williams Companies, Inc.",https://investor.williams.com/news-releases/news-release-details/williams-announces-transcos-southside-reliability-enhancement,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,21,WMB,WMB,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-WMB-002,Natural-gas infrastructure for data-center and industrial load,"The Williams Companies, Inc.",https://investor.williams.com/news-releases/news-release-details/williams-announces-transcos-southside-reliability-enhancement,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,22,SPG,SPG,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-SPG-001,High-occupancy retail real estate and redevelopment,"Simon Property Group, Inc.",https://investors.simon.com/static-files/ba46ac1b-1e21-43f7-bab0-d5ce1efe995d,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,22,SPG,SPG,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-SPG-002,Leasing strength and destination redevelopment,"Simon Property Group, Inc.",https://simonpg.gcs-web.com/node/23186/pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,22,SPG,SPG,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-SPG-001,High-occupancy retail real estate and redevelopment,"Simon Property Group, Inc.",https://investors.simon.com/static-files/ba46ac1b-1e21-43f7-bab0-d5ce1efe995d,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,22,SPG,SPG,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-SPG-002,Leasing strength and destination redevelopment,"Simon Property Group, Inc.",https://simonpg.gcs-web.com/node/23186/pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,23,RCL,RCL,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-RCL-001,Experiential travel demand rebound and pricing,Royal Caribbean Group / U.S. Securities and Exchange Commission,https://www.sec.gov/Archives/edgar/data/884887/000088488724000003/a10k2023earningsrelease8-k.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,23,RCL,RCL,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-RCL-002,Persistent experiential demand and pricing power,Royal Caribbean Group / U.S. Securities and Exchange Commission,https://www.sec.gov/Archives/edgar/data/884887/000088488725000003/a10k2024earningsrelease8-k.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,23,RCL,RCL,,,S07,Experiential / Consumer Demand,SECURITY_STRUCTURAL,SEC-RCL-001,Experiential travel demand rebound and pricing,Royal Caribbean Group / U.S. Securities and Exchange Commission,https://www.sec.gov/Archives/edgar/data/884887/000088488724000003/a10k2023earningsrelease8-k.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,23,RCL,RCL,,,S07,Experiential / Consumer Demand,SECURITY_STRUCTURAL,SEC-RCL-002,Persistent experiential demand and pricing power,Royal Caribbean Group / U.S. Securities and Exchange Commission,https://www.sec.gov/Archives/edgar/data/884887/000088488725000003/a10k2024earningsrelease8-k.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,24,WBD,WBD,,,S06,Digital Platform / Monetization Shift,SECURITY_STRUCTURAL,SEC-WBD-001,Streaming turnaround and merger integration,"Warner Bros. Discovery, Inc. / U.S. Securities and Exchange Commission",https://www.sec.gov/Archives/edgar/data/1437107/000143710724000013/wbd4q23earningsreleasefi.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,24,WBD,WBD,,,S06,Digital Platform / Monetization Shift,SECURITY_STRUCTURAL,SEC-WBD-002,Global streaming subscriber expansion,"Warner Bros. Discovery, Inc. / U.S. Securities and Exchange Commission",https://www.sec.gov/Archives/edgar/data/1437107/000143710724000184/wbd3q24earningsreleasefi.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,24,WBD,WBD,,,S09,Strategic Consolidation / Portfolio Scale,SECURITY_STRUCTURAL,SEC-WBD-001,Streaming turnaround and merger integration,"Warner Bros. Discovery, Inc. / U.S. Securities and Exchange Commission",https://www.sec.gov/Archives/edgar/data/1437107/000143710724000013/wbd4q23earningsreleasefi.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,25,ADM,ADM,,,S04,Commodity / Resource Scarcity & Pricing,SECURITY_STRUCTURAL,SEC-ADM-001,Global agricultural processing and nutrition resilience,Archer-Daniels-Midland Company,https://investors.adm.com/news/news-details/2023/ADM-Reports-Fourth-Quarter-Earnings-per-Share-of-1.84-1.93-on-an-Adjusted-Basis-Increasing-Quarterly-Dividend-12.5-to-0.45-per-share/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,25,ADM,ADM,,,S04,Commodity / Resource Scarcity & Pricing,SECURITY_STRUCTURAL,SEC-ADM-002,Diversified food/agriculture platform and cash generation,Archer-Daniels-Midland Company,https://investors.adm.com/news/news-details/2024/ADM-Reports-Fourth-Quarter-Earnings-and-Full-Year-2023-Results-Provides-2024-Guidance/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,26,NEM,NEM,,,S04,Commodity / Resource Scarcity & Pricing,SECURITY_STRUCTURAL,SEC-NEM-001,Gold and copper portfolio consolidation,Newmont Corporation,https://www.newmont.com/investors/news-release/news-details/2023/Newmont-Acquires-Newcrest-Successfully-Creating-Worlds-Leading-Gold-Mining-Business/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,26,NEM,NEM,,,S04,Commodity / Resource Scarcity & Pricing,SECURITY_STRUCTURAL,SEC-NEM-002,Integration of scaled precious/base-metals portfolio,Newmont Corporation,https://www.newmont.com/investors/news-release/news-details/2024/Newmont-Reports-Fourth-Quarter-and-Full-Year-2023-Results-Provides-2024-Outlook-for-Integrated-Company/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,26,NEM,NEM,,,S09,Strategic Consolidation / Portfolio Scale,SECURITY_STRUCTURAL,SEC-NEM-001,Gold and copper portfolio consolidation,Newmont Corporation,https://www.newmont.com/investors/news-release/news-details/2023/Newmont-Acquires-Newcrest-Successfully-Creating-Worlds-Leading-Gold-Mining-Business/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,26,NEM,NEM,,,S09,Strategic Consolidation / Portfolio Scale,SECURITY_STRUCTURAL,SEC-NEM-002,Integration of scaled precious/base-metals portfolio,Newmont Corporation,https://www.newmont.com/investors/news-release/news-details/2024/Newmont-Reports-Fourth-Quarter-and-Full-Year-2023-Results-Provides-2024-Outlook-for-Integrated-Company/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,27,ANET,ANET,,,S01,AI / Compute / Digital Infrastructure,SECURITY_STRUCTURAL,SEC-ANET-001,Cloud and AI networking demand,"Arista Networks, Inc.",https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2024/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2023-Financial-Results/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,27,ANET,ANET,,,S01,AI / Compute / Digital Infrastructure,SECURITY_STRUCTURAL,SEC-ANET-002,AI data-center networking scale,"Arista Networks, Inc.",https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2025/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2024-Financial-Results/default.aspx,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,28,WMT,WMT,,,S06,Digital Platform / Monetization Shift,SECURITY_STRUCTURAL,SEC-WMT-001,"Omnichannel retail, advertising, and digital scale",Walmart Inc.,https://stock.walmart.com/_assets/_b7bad52767fd931c1359035907b625a8/walmart/db/938/9484/earnings_release/Earnings-Release-2024-Q4.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,28,WMT,WMT,,,S06,Digital Platform / Monetization Shift,SECURITY_STRUCTURAL,SEC-WMT-002,"Digital fulfillment, marketplace, advertising, and membership",Walmart Inc.,https://stock.walmart.com/_assets/_0a9c01083bcefd96c2d04ff77202e4c1/walmart/db/938/9487/earnings_release/Earnings-Release-2025-Q3.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,28,WMT,WMT,,,S10,Recurring Membership / Customer-Loyalty Economics,SECURITY_STRUCTURAL,SEC-WMT-002,"Digital fulfillment, marketplace, advertising, and membership",Walmart Inc.,https://stock.walmart.com/_assets/_0a9c01083bcefd96c2d04ff77202e4c1/walmart/db/938/9487/earnings_release/Earnings-Release-2025-Q3.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,29,CBRE,CBRE,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-CBRE-001,Commercial-real-estate transaction recovery and resilient services,"CBRE Group, Inc.",https://ir.cbre.com/press-releases/detail/239/cbre-group-inc-reports-financial-results-for,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,29,CBRE,CBRE,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-CBRE-002,Commercial-real-estate services scale and operating recovery,"CBRE Group, Inc.",https://ir.cbre.com/press-releases/detail/246/cbre-group-inc-reports-financial-results-for-q4-and-full,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,30,WELL,WELL,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-WELL-001,Senior-housing occupancy and pricing recovery,Welltower Inc.,https://welltower.com/wp-content/uploads/2024/07/2Q24-Supplement.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,30,WELL,WELL,,,S05,Capacity Expansion / Supply-Demand Imbalance,SECURITY_STRUCTURAL,SEC-WELL-002,Demographic senior-housing demand and investment expansion,Welltower Inc.,https://welltower.com/wp-content/uploads/2025/02/4Q24-Earnings-Release.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,30,WELL,WELL,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-WELL-001,Senior-housing occupancy and pricing recovery,Welltower Inc.,https://welltower.com/wp-content/uploads/2024/07/2Q24-Supplement.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
SECURITY,30,WELL,WELL,,,S08,Real-Asset Occupancy / Demographic Demand,SECURITY_STRUCTURAL,SEC-WELL-002,Demographic senior-housing demand and investment expansion,Welltower Inc.,https://welltower.com/wp-content/uploads/2025/02/4Q24-Earnings-Release.pdf,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,1,,,56,2025-08-29,M03,Easing / Policy-Pivot Transition,MONTH_MACRO,MONTH-56-001,Monetary-policy easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250917a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,1,,,56,2025-08-29,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-56-002,Inflation remained elevated during easing,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_09112025.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,1,,,56,2025-08-29,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-56-001,Monetary-policy easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250917a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,2,,,2,2021-02-26,M01,Accommodative Monetary / Fiscal Support,MONTH_MACRO,MONTH-02-001,Highly accommodative monetary policy,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20210317a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,2,,,2,2021-02-26,M01,Accommodative Monetary / Fiscal Support,MONTH_MACRO,MONTH-02-002,Large pandemic fiscal-relief enactment,U.S. Government Publishing Office,https://www.govinfo.gov/app/details/PLAW-117publ2/summary,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,3,,,24,2022-12-30,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-24-001,Inflation deceleration,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_01122023.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,3,,,24,2022-12-30,M06,Labor / Growth Resilience,MONTH_MACRO,MONTH-24-002,Resilient labor market,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/empsit_01062023.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,4,,,22,2022-10-31,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-22-001,Restrictive monetary-policy tightening,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20221102a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,4,,,22,2022-10-31,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-22-002,Inflation deceleration from high levels,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_11102022.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,4,,,22,2022-10-31,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-22-002,Inflation deceleration from high levels,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_11102022.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,5,,,12,2021-12-31,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-12-001,Hawkish monetary-policy pivot,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20220126a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,5,,,12,2021-12-31,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-12-002,High inflation,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_01122022.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,6,,,36,2023-12-29,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-36-001,Restrictive policy with improving inflation balance,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,6,,,36,2023-12-29,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-36-002,Moderating but persistent inflation,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_01112024.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,6,,,36,2023-12-29,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-36-001,Restrictive policy with improving inflation balance,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,7,,,1,2021-01-29,M01,Accommodative Monetary / Fiscal Support,MONTH_MACRO,MONTH-01-001,Pandemic-era monetary accommodation,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/testimony/powell20210223a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,8,,,50,2025-02-28,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-50-002,Inflation deceleration,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_03122025.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,8,,,50,2025-02-28,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-50-001,Policy hold amid increased outlook uncertainty,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250319a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,9,,,48,2024-12-31,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-48-002,Renewed monthly inflation pressure,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_01152025.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,9,,,48,2024-12-31,M06,Labor / Growth Resilience,MONTH_MACRO,MONTH-48-001,Policy pause after prior easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250129a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,10,,,35,2023-11-30,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-35-001,Late-cycle policy hold after cumulative tightening,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231213a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,10,,,35,2023-11-30,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-35-002,Disinflation with falling energy prices,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_12122023.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,11,,,42,2024-06-28,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-42-001,Restrictive policy with improving dual-mandate balance,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,11,,,42,2024-06-28,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-42-002,Disinflation and falling energy prices,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_07112024.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,11,,,42,2024-06-28,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-42-001,Restrictive policy with improving dual-mandate balance,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,12,,,37,2024-01-31,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-37-001,Policy deliberation at restrictive-rate plateau,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240221a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,12,,,37,2024-01-31,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-37-002,Sticky services/shelter inflation,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_02132024.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,13,,,46,2024-10-31,M03,Easing / Policy-Pivot Transition,MONTH_MACRO,MONTH-46-001,Monetary-policy easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,13,,,46,2024-10-31,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-46-002,Inflation near but still above target,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_11132024.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,13,,,46,2024-10-31,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-46-001,Monetary-policy easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,14,,,19,2022-07-29,M02,Restrictive / Tightening Monetary Policy,MONTH_MACRO,MONTH-19-001,Forceful anti-inflation policy guidance,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/speech/powell20220826a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,14,,,19,2022-07-29,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-19-002,Peak-inflation deceleration signal,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_08102022.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,14,,,19,2022-07-29,M05,Persistent / Sticky Inflation,MONTH_MACRO,MONTH-19-002,Peak-inflation deceleration signal,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_08102022.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,15,,,43,2024-07-31,M03,Easing / Policy-Pivot Transition,MONTH_MACRO,MONTH-43-001,Explicit transition toward monetary easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/speech/powell20240823a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,15,,,43,2024-07-31,M04,Disinflation / Inflation Deceleration,MONTH_MACRO,MONTH-43-002,Further disinflation,U.S. Bureau of Labor Statistics,https://www.bls.gov/news.release/archives/cpi_08142024.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
MONTH,15,,,43,2024-07-31,M07,Macro Uncertainty / Dual-Mandate Rebalancing,MONTH_MACRO,MONTH-43-001,Explicit transition toward monetary easing,Board of Governors of the Federal Reserve System,https://www.federalreserve.gov/newsevents/speech/powell20240823a.htm,1c7698cbe2facd069c7a12fda41cbf7399a9f657ed4f7a9f956d135f8f9d2576
