target_type,priority_rank,security_key,project_ticker,analysis_month_number,ranking_month_end_date,evidence_id,evidence_date,source_type,source_organization,source_title,source_url,primary_source_flag,event_scope,event_category,timing_relation_to_ranking,evidence_summary,short_quote_max_25_words,provisional_theme_code,supports_cross_sector_commonality_flag,confidence_level,researcher_notes,evidence_batch
SECURITY,18,COST,COST,,,SEC-COST-002,2024-10-09,SEC_FILING,Costco Wholesale Corporation / U.S. Securities and Exchange Commission,Costco 2024 Form 10-K,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,YES,COMPANY_SPECIFIC,Membership economics and recurring customer loyalty,BACKGROUND,"Costco ended fiscal 2024 with 76.2 million paid members, U.S./Canada renewal of 92.9%, worldwide renewal of 90.5%, and Executive members representing about 73.3% of worldwide net sales.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,2
SECURITY,19,TPL,TPL,,,SEC-TPL-001,2025-02-19,COMPANY_IR,Texas Pacific Land Corporation,Texas Pacific Land Corporation Announces Fourth Quarter and Full Year 2024 Results,https://www.texaspacific.com/investors/news-events/press-releases/detail/166/texas-pacific-land-corporation-announces-fourth-quarter-and,YES,COMPANY_SPECIFIC,Permian royalty and water-platform growth,BACKGROUND,"Texas Pacific Land reported record 2024 oil-and-gas royalty production and record water-segment performance, including $150.7 million of water-sales revenue and $104.1 million of produced-water royalty revenue.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,2
SECURITY,19,TPL,TPL,,,SEC-TPL-002,2025-02-19,SEC_FILING,Texas Pacific Land Corporation / U.S. Securities and Exchange Commission,Texas Pacific Land 2024 Form 10-K,https://www.texaspacific.com/investors/sec-filings/all-sec-filings/content/0001811074-25-000044/0001811074-25-000044.pdf,YES,COMPANY_SPECIFIC,Water infrastructure tied to Permian energy activity,BACKGROUND,"Texas Pacific Land's filing describes a water-services business providing sourcing, produced-water treatment, infrastructure development, and disposal solutions to Permian Basin oil-and-gas operators.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,2
SECURITY,20,NVDA,NVDA,,,SEC-NVDA-001,2024-02-21,COMPANY_IR,NVIDIA Corporation,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2024,https://nvidianews.nvidia.com/_gallery/download_pdf/65d669a33d63329bbf62672a/,YES,COMPANY_SPECIFIC,Generative-AI accelerated-computing demand,BACKGROUND,"NVIDIA reported fiscal-2024 revenue up 126% and fourth-quarter Data Center revenue up 409% year over year, describing a global surge in demand for accelerated computing and generative AI.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,2
SECURITY,20,NVDA,NVDA,,,SEC-NVDA-002,2025-02-26,COMPANY_IR,NVIDIA Corporation,NVIDIA Announces Financial Results for Fourth Quarter and Fiscal 2025,https://nvidianews.nvidia.com/_gallery/download_pdf/67bf85d73d633281c6875f57/,YES,COMPANY_SPECIFIC,Blackwell and AI data-center scaling,BACKGROUND,"NVIDIA reported fiscal-2025 revenue of $130.5 billion, up 114%, and fourth-quarter Data Center revenue of $35.6 billion, up 93% year over year, as Blackwell and AI-compute demand continued scaling.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,2
MONTH,6,,,36.0,2023-12-29,MONTH-36-001,2024-01-31,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240131a.htm,YES,MARKETWIDE_MACRO,Restrictive policy with improving inflation balance,HOLDING_WINDOW,"During the January 2024 holding month, the FOMC maintained the federal-funds target at 5.25%-5.50%, said inflation had eased but remained elevated, and judged employment/inflation risks to be moving into better balance.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,6,,,36.0,2023-12-29,MONTH-36-002,2024-01-11,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - December 2023,https://www.bls.gov/news.release/archives/cpi_01112024.htm,YES,MARKETWIDE_MACRO,Moderating but persistent inflation,HOLDING_WINDOW,"BLS reported December 2023 CPI rising 0.3% month over month and 3.4% year over year, with shelter accounting for more than half of the monthly increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,7,,,1.0,2021-01-29,MONTH-01-001,2021-02-23,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Semiannual Monetary Policy Report to the Congress - Chair Powell,https://www.federalreserve.gov/newsevents/testimony/powell20210223a.htm,YES,MARKETWIDE_MACRO,Pandemic-era monetary accommodation,HOLDING_WINDOW,"During the February 2021 holding month, Chair Powell said the economy remained far from the Fed's employment and inflation goals and reiterated continued near-zero rates and large-scale Treasury/MBS purchases.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,7,,,1.0,2021-01-29,MONTH-01-002,2021-02-10,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - January 2021,https://www.bls.gov/news.release/archives/cpi_02102021.htm,YES,MARKETWIDE_MACRO,Low headline inflation with energy-price rebound,HOLDING_WINDOW,"BLS reported January 2021 CPI up 0.3% month over month and 1.4% year over year; gasoline rose 7.4% and accounted for most of the monthly increase, while core CPI was unchanged.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,8,,,50.0,2025-02-28,MONTH-50-001,2025-03-19,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250319a.htm,YES,MARKETWIDE_MACRO,Policy hold amid increased outlook uncertainty,HOLDING_WINDOW,"During the March 2025 holding month, the FOMC held the federal-funds target at 4.25%-4.50%, stated that uncertainty around the economic outlook had increased, and announced slower Treasury balance-sheet runoff beginning in April.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,8,,,50.0,2025-02-28,MONTH-50-002,2025-03-12,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - February 2025,https://www.bls.gov/news.release/archives/cpi_03122025.htm,YES,MARKETWIDE_MACRO,Inflation deceleration,HOLDING_WINDOW,"BLS reported February 2025 CPI up 0.2% month over month and 2.8% year over year, down from a 3.0% 12-month increase in January, while shelter accounted for nearly half of the monthly gain.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,9,,,48.0,2024-12-31,MONTH-48-001,2025-01-29,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20250129a.htm,YES,MARKETWIDE_MACRO,Policy pause after prior easing,HOLDING_WINDOW,"During the January 2025 holding month, the FOMC maintained the federal-funds target at 4.25%-4.50%, describing economic activity as solid, labor conditions as solid, and inflation as still somewhat elevated.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,9,,,48.0,2024-12-31,MONTH-48-002,2025-01-15,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - December 2024,https://www.bls.gov/news.release/archives/cpi_01152025.htm,YES,MARKETWIDE_MACRO,Renewed monthly inflation pressure,HOLDING_WINDOW,"BLS reported December 2024 CPI up 0.4% month over month and 2.9% year over year, with energy rising 2.6% and accounting for more than 40% of the monthly headline increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,10,,,35.0,2023-11-30,MONTH-35-001,2023-12-13,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20231213a.htm,YES,MARKETWIDE_MACRO,Late-cycle policy hold after cumulative tightening,HOLDING_WINDOW,"During the December 2023 holding month, the FOMC held the target range at 5.25%-5.50%, said inflation had eased but remained elevated, and emphasized the cumulative tightening already delivered and policy lags.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
MONTH,10,,,35.0,2023-11-30,MONTH-35-002,2023-12-12,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - November 2023,https://www.bls.gov/news.release/archives/cpi_12122023.htm,YES,MARKETWIDE_MACRO,Disinflation with falling energy prices,HOLDING_WINDOW,"BLS reported November 2023 CPI up 0.1% month over month and 3.1% year over year, while the energy index fell 2.3% during the month as gasoline declined 6.0%.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,2
SECURITY,21,WMB,WMB,,,SEC-WMB-001,2024-02-14,COMPANY_IR,"The Williams Companies, Inc.",Williams Delivers Another Year of Record Results,https://investor.williams.com/news-releases/news-release-details/williams-delivers-another-year-record-results-company-host,YES,COMPANY_SPECIFIC,Natural-gas transmission and storage scale,BACKGROUND,"Williams reported record gathering volumes and 32.3 Bcf/d of contracted transmission capacity in 2023, with Transco expansion projects and strategic gas-storage/transmission acquisitions supporting future growth.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,21,WMB,WMB,,,SEC-WMB-002,2024-12-30,COMPANY_IR,"The Williams Companies, Inc.",Williams Announces Transco’s Southside Reliability Enhancement Now in Full Service,https://investor.williams.com/news-releases/news-release-details/williams-announces-transcos-southside-reliability-enhancement,YES,COMPANY_SPECIFIC,Natural-gas infrastructure for data-center and industrial load,BACKGROUND,"Williams placed a 423,400 Dth/d Transco expansion into service and explicitly connected accelerating U.S. gas demand to LNG exports, data-center power load growth, and reshoring of energy-intensive manufacturing.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,22,SPG,SPG,,,SEC-SPG-001,2024-02-22,COMPANY_IR,"Simon Property Group, Inc.",Simon Property Group 2023 Annual Report,https://investors.simon.com/static-files/ba46ac1b-1e21-43f7-bab0-d5ce1efe995d,YES,COMPANY_SPECIFIC,High-occupancy retail real estate and redevelopment,BACKGROUND,"Simon reported record 2023 FFO and domestic property NOI, 95.8% occupancy in U.S. malls and Premium Outlets, and continued redevelopment and mixed-use additions while describing favorable supply-demand conditions.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,22,SPG,SPG,,,SEC-SPG-002,2025-02-04,COMPANY_IR,"Simon Property Group, Inc.",Simon Reports Fourth Quarter and Full Year 2024 Results,https://simonpg.gcs-web.com/node/23186/pdf,YES,COMPANY_SPECIFIC,Leasing strength and destination redevelopment,BACKGROUND,"Simon reported record 2024 FFO near $4.9 billion, executed more than 21 million square feet of leases, delivered 16 major redevelopment projects, and grew domestic property NOI 4.7%.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,23,RCL,RCL,,,SEC-RCL-001,2024-02-01,SEC_FILING,Royal Caribbean Group / U.S. Securities and Exchange Commission,Royal Caribbean Group Reports 2023 Results and Expects Record Earnings in 2024 on Strong Demand,https://www.sec.gov/Archives/edgar/data/884887/000088488724000003/a10k2023earningsrelease8-k.htm,YES,COMPANY_SPECIFIC,Experiential travel demand rebound and pricing,BACKGROUND,"Royal Caribbean reported 2023 results above guidance due to stronger close-in demand and entered 2024 with record bookings and a record booked position, documenting a strong post-pandemic travel-demand cycle.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,23,RCL,RCL,,,SEC-RCL-002,2025-01-28,SEC_FILING,Royal Caribbean Group / U.S. Securities and Exchange Commission,Royal Caribbean Group Reports 2024 Results and Issues 2025 Guidance,https://www.sec.gov/Archives/edgar/data/884887/000088488725000003/a10k2024earningsrelease8-k.htm,YES,COMPANY_SPECIFIC,Persistent experiential demand and pricing power,BACKGROUND,"Royal Caribbean reported 2024 revenue of $16.5 billion, higher pricing and onboard revenue, and its best five booking weeks in company history, showing that elevated vacation demand persisted beyond reopening.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,24,WBD,WBD,,,SEC-WBD-001,2024-02-23,SEC_FILING,"Warner Bros. Discovery, Inc. / U.S. Securities and Exchange Commission",Warner Bros. Discovery Q4 and Full-Year 2023 Earnings Release,https://www.sec.gov/Archives/edgar/data/1437107/000143710724000013/wbd4q23earningsreleasefi.htm,YES,COMPANY_SPECIFIC,Streaming turnaround and merger integration,BACKGROUND,"Warner Bros. Discovery reported 2023 DTC adjusted EBITDA of $103 million versus a $1.596 billion loss in 2022, a material improvement associated with revenue growth, marketing efficiency, and lower content expense.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,24,WBD,WBD,,,SEC-WBD-002,2024-11-07,SEC_FILING,"Warner Bros. Discovery, Inc. / U.S. Securities and Exchange Commission",Warner Bros. Discovery Q3 2024 Earnings Release,https://www.sec.gov/Archives/edgar/data/1437107/000143710724000184/wbd3q24earningsreleasefi.htm,YES,COMPANY_SPECIFIC,Global streaming subscriber expansion,BACKGROUND,"WBD reported 110.5 million global DTC subscribers at Q3 2024, up 7.2 million sequentially, its largest quarterly subscriber increase since Max launched, with growth across regions.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,25,ADM,ADM,,,SEC-ADM-001,2023-01-26,COMPANY_IR,Archer-Daniels-Midland Company,ADM Reports Fourth Quarter 2022 Earnings,https://investors.adm.com/news/news-details/2023/ADM-Reports-Fourth-Quarter-Earnings-per-Share-of-1.84-1.93-on-an-Adjusted-Basis-Increasing-Quarterly-Dividend-12.5-to-0.45-per-share/default.aspx,YES,COMPANY_SPECIFIC,Global agricultural processing and nutrition resilience,BACKGROUND,"ADM reported adjusted segment operating profit of $6.6 billion for 2022, cited its agricultural business supporting the global food system amid external shocks, and reported continued Nutrition and BioSolutions growth.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,25,ADM,ADM,,,SEC-ADM-002,2024-03-12,COMPANY_IR,Archer-Daniels-Midland Company,ADM Reports Fourth Quarter Earnings and Full-Year 2023 Results,https://investors.adm.com/news/news-details/2024/ADM-Reports-Fourth-Quarter-Earnings-and-Full-Year-2023-Results-Provides-2024-Guidance/default.aspx,YES,COMPANY_SPECIFIC,Diversified food/agriculture platform and cash generation,BACKGROUND,"ADM reported 2023 adjusted segment operating profit of $6.244 billion and emphasized the resilience of its global footprint, productivity and innovation agenda, and continued cash generation.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,26,NEM,NEM,,,SEC-NEM-001,2023-11-06,COMPANY_IR,Newmont Corporation,"Newmont Acquires Newcrest, Creating World’s Leading Gold Mining Business",https://www.newmont.com/investors/news-release/news-details/2023/Newmont-Acquires-Newcrest-Successfully-Creating-Worlds-Leading-Gold-Mining-Business/default.aspx,YES,COMPANY_SPECIFIC,Gold and copper portfolio consolidation,BACKGROUND,"Newmont completed its Newcrest acquisition, creating a larger gold portfolio with robust copper production and a concentration of long-life Tier 1 assets across multiple jurisdictions.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,26,NEM,NEM,,,SEC-NEM-002,2024-02-22,COMPANY_IR,Newmont Corporation,Newmont Reports Fourth Quarter and Full Year 2023 Results,https://www.newmont.com/investors/news-release/news-details/2024/Newmont-Reports-Fourth-Quarter-and-Full-Year-2023-Results-Provides-2024-Outlook-for-Integrated-Company/default.aspx,YES,COMPANY_SPECIFIC,Integration of scaled precious/base-metals portfolio,BACKGROUND,"Newmont described 2023 as transformational after the Newcrest acquisition and focused its 2024 plan on integrating a Tier 1 gold-and-copper portfolio, with 5.5 million gold ounces produced in 2023 before full integration.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,27,ANET,ANET,,,SEC-ANET-001,2024-02-12,COMPANY_IR,"Arista Networks, Inc.",Arista Networks Reports Fourth Quarter and Year End 2023 Financial Results,https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2024/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2023-Financial-Results/default.aspx,YES,COMPANY_SPECIFIC,Cloud and AI networking demand,BACKGROUND,"Arista reported 2023 revenue growth of 33.8% and highlighted Open AI Networking, cloud/AI customer demand, and networking architectures designed for AI and high-performance-computing workloads.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,27,ANET,ANET,,,SEC-ANET-002,2025-02-18,COMPANY_IR,"Arista Networks, Inc.",Arista Networks Reports Fourth Quarter and Year End 2024 Financial Results,https://investors.arista.com/Communications/Press-Releases-and-Events/Press-Release-Detail/2025/Arista-Networks-Inc.-Reports-Fourth-Quarter-and-Year-End-2024-Financial-Results/default.aspx,YES,COMPANY_SPECIFIC,AI data-center networking scale,BACKGROUND,"Arista reported record 2024 revenue of $7.003 billion, up 19.5%, and described continued investment in AI networking, including Etherlink platforms and collaboration with Meta for Ethernet-based AI clusters.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,28,WMT,WMT,,,SEC-WMT-001,2024-02-20,COMPANY_IR,Walmart Inc.,Walmart Reports Fourth Quarter and Full-Year Fiscal 2024 Results,https://stock.walmart.com/_assets/_b7bad52767fd931c1359035907b625a8/walmart/db/938/9484/earnings_release/Earnings-Release-2024-Q4.pdf,YES,COMPANY_SPECIFIC,"Omnichannel retail, advertising, and digital scale",BACKGROUND,"Walmart reported fiscal-2024 global e-commerce growth of 23% and advertising growth of 28% to about $3.4 billion, illustrating expansion of higher-growth digital and advertising businesses around its retail scale.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,28,WMT,WMT,,,SEC-WMT-002,2024-11-19,COMPANY_IR,Walmart Inc.,Walmart Reports Third Quarter Fiscal 2025 Results,https://stock.walmart.com/_assets/_0a9c01083bcefd96c2d04ff77202e4c1/walmart/db/938/9487/earnings_release/Earnings-Release-2025-Q3.pdf,YES,COMPANY_SPECIFIC,"Digital fulfillment, marketplace, advertising, and membership",BACKGROUND,"Walmart U.S. reported e-commerce sales up 22% in Q3 FY2025, Walmart Connect advertising up 26%, and double-digit membership-income growth, showing continued monetization beyond store-based retail.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,29,CBRE,CBRE,,,SEC-CBRE-001,2024-10-24,COMPANY_IR,"CBRE Group, Inc.",CBRE Group Reports Financial Results for Third-Quarter 2024,https://ir.cbre.com/press-releases/detail/239/cbre-group-inc-reports-financial-results-for,YES,COMPANY_SPECIFIC,Commercial-real-estate transaction recovery and resilient services,BACKGROUND,"CBRE reported Q3 2024 revenue up 15%, net revenue up 20%, global leasing revenue up 19%, and U.S. property-sales revenue growth after a prolonged downturn, while resilient-business revenue also expanded.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,29,CBRE,CBRE,,,SEC-CBRE-002,2025-02-13,COMPANY_IR,"CBRE Group, Inc.",CBRE Group Reports Financial Results for Q4 and Full Year 2024,https://ir.cbre.com/press-releases/detail/246/cbre-group-inc-reports-financial-results-for-q4-and-full,YES,COMPANY_SPECIFIC,Commercial-real-estate services scale and operating recovery,BACKGROUND,"CBRE reported 2024 revenue up 12%, resilient-business net revenue up 14%, and $1.5 billion of free cash flow, describing broad strength across its services and investment businesses.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,30,WELL,WELL,,,SEC-WELL-001,2024-07-29,COMPANY_IR,Welltower Inc.,Welltower Second Quarter 2024 Supplemental,https://welltower.com/wp-content/uploads/2024/07/2Q24-Supplement.pdf,YES,COMPANY_SPECIFIC,Senior-housing occupancy and pricing recovery,BACKGROUND,"Welltower's same-store senior-housing operating portfolio occupancy reached 84.9% in Q2 2024, continuing a multi-quarter occupancy recovery alongside revenue and margin expansion.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
SECURITY,30,WELL,WELL,,,SEC-WELL-002,2025-02-11,COMPANY_IR,Welltower Inc.,Welltower Reports Fourth Quarter 2024 Results,https://welltower.com/wp-content/uploads/2025/02/4Q24-Earnings-Release.pdf,YES,COMPANY_SPECIFIC,Demographic senior-housing demand and investment expansion,BACKGROUND,"Welltower reported 23.9% year-over-year same-store NOI growth in its senior-housing operating portfolio in Q4 2024, 310 basis points of occupancy growth, and $7.0 billion of pro-rata gross investments during 2024.",,,UNCLEAR,HIGH,Primary-source factual evidence for exploratory characterization only; no causal or H2-support claim.,3
MONTH,11,,,42.0,2024-06-28,MONTH-42-001,2024-07-31,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20240731a.htm,YES,MARKETWIDE_MACRO,Restrictive policy with improving dual-mandate balance,HOLDING_WINDOW,"During the July 2024 holding month, the FOMC held the federal-funds target at 5.25%-5.50%, said inflation had eased with further recent progress, and judged employment and inflation risks to be moving into better balance.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,11,,,42.0,2024-06-28,MONTH-42-002,2024-07-11,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - June 2024,https://www.bls.gov/news.release/archives/cpi_07112024.htm,YES,MARKETWIDE_MACRO,Disinflation and falling energy prices,HOLDING_WINDOW,"BLS reported June 2024 CPI down 0.1% month over month and up 3.0% year over year, with energy down 2.0% and gasoline down 3.8% on a seasonally adjusted basis.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,12,,,37.0,2024-01-31,MONTH-37-001,2024-02-21,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,"Minutes of the Federal Open Market Committee, January 30-31, 2024",https://www.federalreserve.gov/newsevents/pressreleases/monetary20240221a.htm,YES,MARKETWIDE_MACRO,Policy deliberation at restrictive-rate plateau,HOLDING_WINDOW,"During the February 2024 holding month, the Federal Reserve released minutes of the January meeting at which policy remained restrictive; the release documented the Committee's assessment of inflation progress, labor conditions, and policy risks.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,12,,,37.0,2024-01-31,MONTH-37-002,2024-02-13,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - January 2024,https://www.bls.gov/news.release/archives/cpi_02132024.htm,YES,MARKETWIDE_MACRO,Sticky services/shelter inflation,HOLDING_WINDOW,"BLS reported January 2024 CPI up 0.3% month over month and 3.1% year over year, with shelter up 0.6% and contributing more than two-thirds of the monthly headline increase.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,13,,,46.0,2024-10-31,MONTH-46-001,2024-11-07,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Federal Reserve issues FOMC statement,https://www.federalreserve.gov/newsevents/pressreleases/monetary20241107a.htm,YES,MARKETWIDE_MACRO,Monetary-policy easing,HOLDING_WINDOW,"During the November 2024 holding month, the FOMC lowered the federal-funds target by 25 basis points to 4.50%-4.75%, while saying labor conditions had eased and inflation had made progress but remained elevated.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,13,,,46.0,2024-10-31,MONTH-46-002,2024-11-13,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - October 2024,https://www.bls.gov/news.release/archives/cpi_11132024.htm,YES,MARKETWIDE_MACRO,Inflation near but still above target,HOLDING_WINDOW,"BLS reported October 2024 CPI up 0.2% month over month and 2.6% year over year, while core CPI rose 0.3% monthly and 3.3% over twelve months.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,14,,,19.0,2022-07-29,MONTH-19-001,2022-08-26,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Chair Powell: Monetary Policy and Price Stability,https://www.federalreserve.gov/newsevents/speech/powell20220826a.htm,YES,MARKETWIDE_MACRO,Forceful anti-inflation policy guidance,HOLDING_WINDOW,"During the August 2022 holding month, Chair Powell said restoring price stability would require forceful policy, below-trend growth, and likely labor-market softening, and warned against prematurely loosening policy.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,14,,,19.0,2022-07-29,MONTH-19-002,2022-08-10,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - July 2022,https://www.bls.gov/news.release/archives/cpi_08102022.htm,YES,MARKETWIDE_MACRO,Peak-inflation deceleration signal,HOLDING_WINDOW,"BLS reported July 2022 CPI unchanged month over month and up 8.5% year over year, down from June's 9.1% twelve-month rate, largely because gasoline fell 7.7% during July.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,15,,,43.0,2024-07-31,MONTH-43-001,2024-08-23,FEDERAL_RESERVE,Board of Governors of the Federal Reserve System,Chair Powell: The Economic Outlook,https://www.federalreserve.gov/newsevents/speech/powell20240823a.htm,YES,MARKETWIDE_MACRO,Explicit transition toward monetary easing,HOLDING_WINDOW,"During the August 2024 holding month, Chair Powell stated that the time had come for policy to adjust, citing resumed disinflation and a materially cooler labor market while leaving the timing and pace of cuts data-dependent.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
MONTH,15,,,43.0,2024-07-31,MONTH-43-002,2024-08-14,BLS,U.S. Bureau of Labor Statistics,Consumer Price Index - July 2024,https://www.bls.gov/news.release/archives/cpi_08142024.htm,YES,MARKETWIDE_MACRO,Further disinflation,HOLDING_WINDOW,"BLS reported July 2024 CPI up 0.2% month over month and 2.9% year over year, with shelter accounting for nearly 90% of the monthly increase and energy unchanged.",,,UNCLEAR,HIGH,Contemporaneous official evidence from the one-month forward holding window. No causal attribution.,3
